Date,PctAbove20EMA,PctAbove50EMA,PctAbove200EMA,Slope20EMA,Slope50EMA,Slope200EMA,VolumeRatio,Net52WHighLow,Rolling3DUp4,Rolling3DDown4,Up251MCount,Down251MCount,FollowThroughRate,LargePct20EMA,LargePct50EMA,LargePct200EMA,MidPct20EMA,MidPct50EMA,MidPct200EMA,SmallPct20EMA,SmallPct50EMA,SmallPct200EMA,MicroPct20EMA,MicroPct50EMA,MicroPct200EMA,CompositeScore,BestModel,RecommendedThreshold,ActionZone
2022-05-23,27.785,22.438,36.434,17.066,9.313,6.293,0.833,2,428.0,530.0,19,87,28.571,32.323,32.323,46.392,30.201,27.027,40.69,32.4,27.309,39.655,25.94,19.694,33.996,12.682,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-05-24,20.823,17.892,32.517,0.386,-1.431,-3.699,0.54,0,425.0,381.0,14,107,33.333,29.293,32.323,44.33,23.49,18.919,36.552,26.4,22.088,36.207,18.336,15.37,29.812,10.486,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-05-25,12.17,12.581,26.769,-13.73,-9.019,-10.854,0.275,0,157.0,854.0,13,134,33.333,23.232,24.242,40.206,14.765,16.892,31.034,14.4,16.867,31.33,10.237,9.827,23.634,5.946,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-05-26,15.469,14.629,27.844,0.282,-1.798,-5.185,2.711,0,200.0,788.0,11,137,36.364,30.303,29.293,43.299,24.832,23.649,33.793,18.4,16.867,33.19,12.075,11.42,24.088,7.871,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-05-27,22.894,17.969,30.174,-5.879,-4.738,-7.501,3.401,0,361.0,617.0,8,92,66.667,38.384,32.323,45.361,30.201,26.351,35.172,27.2,21.687,34.483,19.395,14.519,26.847,9.376,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-05-30,38.821,23.995,34.399,11.036,1.556,-2.035,6.321,-1,635.0,163.0,9,69,66.667,61.224,41.837,46.875,51.678,31.081,42.069,43.6,29.719,37.339,33.835,19.962,31.295,13.743,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-05-31,42.894,26.906,36.186,22.071,9.014,3.669,1.13,1,670.0,150.0,8,54,75.0,58.163,43.878,46.875,55.705,37.838,42.069,44.8,34.538,39.655,39.225,21.923,33.402,15.63,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-01,44.337,28.143,37.3,32.167,15.562,10.53,1.044,0,597.0,156.0,14,53,80.0,55.102,41.837,50.0,53.691,37.162,39.31,53.2,36.948,43.103,39.924,23.462,34.336,16.186,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-02,52.059,32.378,39.291,36.591,17.748,11.447,1.944,2,450.0,141.0,18,37,75.0,59.184,39.796,48.958,62.416,41.216,43.448,57.028,42.339,42.857,48.771,28.05,36.853,16.445,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-03,46.406,29.026,37.248,23.512,11.057,7.074,0.455,1,340.0,142.0,19,41,27.273,44.444,30.612,43.75,49.664,35.135,41.379,51.406,39.516,40.948,44.958,25.526,35.093,12.707,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-06,42.391,28.257,35.62,3.57,4.262,1.221,0.886,1,277.0,154.0,24,32,42.857,42.857,31.959,43.158,42.0,31.757,39.31,49.799,37.5,39.316,40.675,25.238,33.437,12.016,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-07,32.843,25.178,34.072,-10.051,-1.727,-2.114,0.655,1,177.0,179.0,27,22,16.667,33.673,31.959,44.211,32.0,25.676,34.483,39.357,35.887,40.0,31.362,21.947,31.579,11.67,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-08,32.436,25.065,33.633,-11.901,-3.078,-3.667,0.895,-1,188.0,144.0,42,21,25.0,36.735,31.959,44.211,30.667,26.846,33.562,40.562,32.258,38.559,30.386,22.467,31.405,11.14,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-09,35.173,25.584,34.626,-16.886,-6.793,-4.665,2.318,2,202.0,114.0,63,16,37.5,46.939,35.052,43.158,39.597,27.703,39.31,37.349,31.855,37.712,32.957,22.923,32.335,12.176,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-10,29.193,23.56,32.757,-17.212,-5.466,-4.491,0.389,3,204.0,110.0,80,16,20.0,30.303,28.571,39.583,27.703,27.891,39.583,30.645,27.935,37.021,28.96,21.462,30.041,9.721,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-13,13.72,14.848,26.414,-28.671,-13.408,-9.206,0.058,1,165.0,606.0,42,18,38.462,13.0,21.429,32.292,14.189,18.367,31.25,13.71,15.385,32.34,13.725,13.623,23.692,5.305,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-14,13.436,14.045,26.0,-19.407,-11.133,-8.072,0.846,2,148.0,650.0,35,19,10.0,11.0,21.429,32.292,13.514,15.646,27.083,12.551,15.854,30.342,13.858,12.713,24.18,4.947,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-15,15.951,15.415,27.122,-16.485,-9.65,-6.511,1.261,2,180.0,644.0,28,29,14.286,15.0,20.408,33.333,10.811,16.327,29.861,19.028,19.512,32.479,16.041,13.865,24.821,5.403,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-16,8.264,9.397,20.802,-26.909,-16.187,-13.824,0.07,-1,172.0,599.0,18,52,25.0,7.071,11.34,26.316,6.081,8.844,22.222,10.484,11.382,25.641,8.161,8.832,18.891,2.208,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-17,8.685,9.308,19.876,-20.509,-14.252,-12.882,0.582,-2,163.0,696.0,22,44,50.0,4.0,8.163,25.0,6.803,8.219,21.678,10.081,11.382,25.532,9.057,9.082,17.744,1.974,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-20,5.34,6.053,14.414,-8.38,-8.795,-12.0,0.433,-5,100.0,1325.0,14,142,25.0,3.0,5.102,17.708,4.73,4.795,16.084,5.242,6.911,19.831,5.664,6.115,12.526,0.716,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-21,11.132,9.91,18.759,-2.303,-4.135,-7.241,15.0,-1,625.0,864.0,16,51,0.0,14.0,14.286,21.875,12.838,9.589,20.979,11.694,11.741,24.051,10.502,9.125,16.838,2.122,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-22,9.472,9.266,17.712,-6.479,-6.148,-9.41,0.278,-3,623.0,833.0,15,53,66.667,7.0,13.265,20.833,7.432,8.219,19.58,11.29,11.336,23.95,9.564,8.561,15.606,1.776,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-23,15.736,11.61,19.215,7.472,2.213,-1.587,3.979,-1,742.0,203.0,23,26,100.0,23.0,18.367,22.917,14.765,10.959,20.979,19.758,15.385,27.004,14.272,10.206,16.701,3.084,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-24,26.095,16.496,22.897,17.411,7.187,3.021,5.254,-1,443.0,192.0,27,19,0.0,33.0,26.531,29.167,30.201,15.753,25.175,31.727,20.648,30.802,23.584,14.714,20.021,5.909,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-27,40.19,21.309,25.241,34.85,15.257,10.828,4.036,-3,605.0,80.0,26,16,100.0,44.0,25.51,32.292,44.295,22.603,27.273,46.586,27.935,33.613,37.79,19.213,22.199,6.563,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-28,44.819,24.244,26.708,33.687,14.334,7.949,1.712,-2,594.0,79.0,23,15,87.5,48.0,26.531,33.333,45.638,23.973,27.273,48.4,31.174,35.021,43.575,22.462,23.947,7.464,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-29,42.222,24.085,26.602,32.75,14.818,8.89,0.813,1,433.0,110.0,24,17,63.636,43.0,27.273,32.99,42.953,29.655,30.282,46.0,30.769,33.755,41.171,21.482,23.692,7.303,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-06-30,36.254,22.8,25.604,20.518,11.19,6.389,0.527,2,287.0,157.0,24,28,45.455,34.0,26.263,29.897,28.0,24.828,24.476,44.0,31.579,34.468,35.814,20.169,23.203,6.995,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-01,38.935,23.028,24.983,12.839,6.532,2.086,1.143,2,239.0,165.0,23,29,55.0,40.0,23.232,28.866,44.0,26.897,28.671,41.2,31.579,33.051,37.604,20.506,22.108,5.527,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-04,48.481,27.721,26.96,8.291,6.411,1.719,2.493,2,292.0,140.0,22,21,61.905,41.0,25.253,31.959,56.0,32.414,30.282,52.4,32.794,34.599,47.222,26.144,24.131,7.044,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-05,50.635,29.14,28.247,5.816,4.896,1.539,0.978,3,310.0,107.0,20,18,55.556,41.0,25.253,34.021,58.667,34.483,30.282,52.4,36.032,35.443,50.0,27.179,25.638,7.501,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-06,55.992,34.06,30.22,13.77,9.976,3.617,3.196,0,338.0,103.0,22,23,48.148,54.0,33.333,38.776,68.667,43.836,35.461,58.8,42.276,37.553,53.76,30.899,26.837,10.252,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-07,68.778,41.357,32.601,32.524,18.557,6.997,3.404,1,361.0,103.0,22,18,81.25,67.0,39.394,39.796,80.0,48.63,39.716,71.6,50.407,38.559,66.728,38.469,29.43,12.744,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-08,69.778,44.031,33.058,30.843,21.003,8.076,2.258,1,375.0,93.0,26,21,81.481,67.0,45.455,42.857,78.667,51.37,38.298,72.4,51.22,41.525,68.186,41.237,29.286,15.507,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-11,74.351,48.912,35.44,25.87,21.191,8.479,2.208,1,424.0,79.0,28,14,60.0,69.0,47.475,39.796,82.667,57.534,47.518,84.0,56.504,44.068,71.455,46.125,31.193,17.74,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-12,71.166,46.252,34.499,20.532,17.112,6.252,0.561,0,346.0,79.0,46,12,48.214,62.0,41.414,37.755,75.333,53.741,41.549,78.8,55.918,45.106,69.666,43.458,30.621,15.63,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-13,69.518,47.726,34.407,13.526,13.666,4.187,0.96,1,342.0,94.0,38,13,47.368,60.0,42.424,38.776,77.333,57.143,42.254,77.2,57.143,43.404,67.532,44.766,30.691,15.297,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-14,61.407,43.177,33.79,-7.371,1.82,1.189,0.75,0,239.0,134.0,36,12,31.522,61.0,43.434,40.816,67.333,49.324,44.056,70.8,52.869,43.162,58.442,40.093,29.37,15.396,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-15,62.571,45.455,34.521,-7.207,1.424,1.462,1.515,0,243.0,135.0,64,11,38.806,60.0,47.475,41.837,72.0,54.73,47.552,70.0,57.551,43.59,59.778,41.215,29.746,17.222,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-18,75.363,55.421,37.945,1.012,6.509,2.506,5.288,0,326.0,120.0,102,8,62.5,74.0,56.566,47.959,85.333,65.541,50.35,79.2,65.447,47.009,73.223,51.628,32.995,23.291,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-19,78.924,59.233,40.959,7.758,12.981,6.46,2.977,1,409.0,71.0,197,4,60.976,77.0,58.586,47.959,88.0,70.27,50.35,84.4,66.667,49.362,76.574,56.063,36.89,26.129,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-20,82.141,63.747,42.877,12.622,16.021,8.47,2.442,0,417.0,73.0,116,3,50.877,87.0,62.626,48.98,87.333,73.649,50.35,88.8,72.764,51.915,79.425,60.411,39.024,30.138,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-21,83.734,67.093,44.932,22.327,23.915,11.141,3.926,2,348.0,70.0,154,2,67.164,88.0,67.677,50.0,91.333,78.912,53.521,90.0,74.899,55.932,80.833,63.619,40.549,36.886,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2022-07-22,83.333,69.162,46.881,20.762,23.707,12.361,1.652,2,310.0,85.0,152,3,64.384,87.0,65.657,51.02,90.0,76.19,57.042,90.0,77.419,56.303,80.519,66.604,42.712,36.936,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2022-07-25,77.525,63.439,46.348,2.162,8.019,8.403,0.799,2,306.0,106.0,115,4,59.06,82.0,65.0,48.98,82.0,72.789,55.634,81.2,70.161,54.852,75.646,60.465,42.713,35.443,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2022-07-26,64.051,56.066,42.886,-14.873,-3.167,1.928,0.513,1,255.0,175.0,81,6,30.719,68.0,60.0,46.939,72.0,67.347,51.408,66.8,61.694,51.477,61.944,52.848,39.188,28.621,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-27,66.161,57.435,44.983,-15.98,-6.312,2.106,2.954,1,250.0,172.0,79,7,30.303,74.0,65.0,52.041,80.0,72.789,54.93,68.8,63.71,51.477,62.905,53.172,41.296,32.963,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-07-28,69.343,62.117,46.489,-14.392,-4.975,1.558,3.752,1,256.0,162.0,84,4,38.095,84.0,73.0,56.122,78.0,76.19,57.042,72.4,69.355,51.899,66.081,57.502,42.727,38.737,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2022-07-29,76.675,67.134,49.625,-6.658,-2.028,2.744,5.185,-1,339.0,99.0,91,3,64.286,88.0,79.0,63.265,88.0,79.054,61.538,80.0,74.089,58.898,73.29,62.791,44.343,47.644,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2022-08-01,82.965,74.476,53.61,5.44,11.037,7.262,5.658,3,462.0,105.0,118,2,74.627,91.0,83.0,64.286,88.667,87.248,64.336,84.4,79.032,59.494,81.106,70.872,49.596,53.417,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-02,83.808,77.721,54.434,19.757,21.655,11.547,1.853,0,499.0,105.0,112,1,81.443,90.0,81.0,63.265,84.667,85.906,62.937,84.8,83.468,61.181,82.886,74.953,50.709,53.368,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-03,77.644,72.565,52.491,11.483,15.131,7.509,0.801,3,425.0,145.0,105,2,59.884,91.0,83.0,65.306,78.667,79.054,56.338,78.0,78.313,61.345,76.182,69.367,48.531,53.701,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-04,72.584,70.984,52.248,3.241,8.867,5.759,1.474,3,292.0,156.0,102,0,45.413,87.0,84.0,66.327,78.0,77.852,57.042,74.4,78.313,61.345,70.083,67.131,47.98,54.059,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-05,73.941,72.363,53.683,-2.735,5.23,4.058,1.27,1,274.0,145.0,85,1,36.548,87.0,81.0,63.265,76.667,79.195,59.441,72.0,75.904,61.603,72.803,69.796,50.0,53.183,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-08,74.905,72.071,54.626,-8.06,-2.405,1.015,2.051,1,329.0,118.0,104,3,51.402,88.0,80.0,65.306,78.0,78.0,61.111,73.6,74.194,62.288,73.573,70.028,50.806,58.66,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-10,68.434,69.202,53.637,-15.373,-8.52,-0.797,1.3,2,345.0,192.0,90,3,40.87,89.0,81.0,64.286,73.333,76.667,58.333,65.6,71.084,61.017,66.513,66.636,50.151,52.714,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-11,67.362,69.587,54.223,-10.282,-2.978,1.732,2.553,1,340.0,216.0,98,4,48.889,90.0,86.0,64.286,74.667,78.0,63.194,66.8,73.494,62.128,64.385,65.985,50.05,57.081,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-12,68.71,68.928,54.292,-3.873,-2.056,2.044,1.927,1,303.0,233.0,93,5,54.167,90.0,88.0,67.347,78.0,78.0,63.194,65.2,72.8,60.851,66.266,64.995,50.151,56.871,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-16,69.628,70.145,56.56,-4.312,-2.218,2.877,4.609,2,355.0,191.0,126,5,50.588,94.0,93.0,70.408,80.667,80.667,67.361,69.6,75.6,62.553,65.869,65.31,52.213,65.655,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-08-17,73.249,74.034,58.792,-1.656,1.963,4.166,3.158,5,378.0,178.0,132,6,73.81,96.0,97.0,74.49,84.667,83.333,70.833,73.2,78.8,64.681,69.585,69.509,54.116,73.822,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-08-18,74.069,74.794,59.742,5.635,5.593,6.105,1.385,2,428.0,135.0,121,6,65.789,95.0,93.0,73.469,83.333,83.333,69.231,75.6,78.8,66.525,70.507,70.992,55.422,75.043,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-08-19,68.789,72.198,58.345,1.427,2.61,4.121,0.507,2,348.0,97.0,104,9,43.119,86.0,91.0,70.707,74.667,76.667,66.197,68.8,76.0,65.678,66.39,68.953,54.263,73.168,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-08-22,53.812,64.367,55.149,-14.898,-4.561,0.857,0.288,3,298.0,148.0,107,12,26.882,61.0,83.0,64.646,52.667,70.0,61.972,54.8,68.8,61.864,53.082,60.833,51.652,60.856,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-23,59.142,66.371,56.601,-10.486,-3.774,0.041,2.175,4,291.0,149.0,112,12,33.981,71.0,84.0,65.657,60.667,72.667,62.676,59.2,72.8,62.288,57.827,62.373,53.5,62.435,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-08-24,65.426,70.786,58.7,-7.823,-3.248,-0.092,1.767,4,384.0,120.0,123,11,51.667,75.0,83.0,67.347,66.667,76.0,63.38,65.2,74.4,65.823,64.424,68.089,55.5,70.318,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-08-25,69.949,73.177,60.434,-4.12,-1.617,0.692,1.046,6,417.0,52.0,122,9,65.625,72.0,84.0,69.388,64.667,75.333,65.035,70.0,76.8,66.949,70.48,71.031,57.357,72.625,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-08-26,71.393,74.304,61.84,2.603,2.106,3.496,2.152,2,397.0,54.0,136,8,43.59,75.0,84.0,71.429,70.667,76.667,67.133,72.4,78.0,67.797,70.929,72.222,58.741,73.822,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-08-29,60.327,69.557,59.202,6.515,5.19,4.053,0.539,5,318.0,100.0,134,7,33.333,64.0,78.0,69.388,55.333,74.0,63.889,62.4,72.4,65.254,60.202,67.5,56.1,66.593,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-08-30,73.535,75.886,63.532,14.392,9.515,6.931,10.359,6,380.0,89.0,148,5,57.692,83.0,84.0,71.429,78.0,79.333,68.531,73.2,77.2,69.198,72.125,74.352,60.7,75.117,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-01,73.489,76.549,64.257,8.063,5.763,5.557,1.313,7,412.0,108.0,147,6,58.209,78.0,79.798,70.103,72.667,80.0,70.139,74.0,78.8,70.339,73.07,75.254,61.416,72.539,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-02,70.384,75.206,63.857,0.435,2.029,3.423,0.971,4,445.0,96.0,127,7,73.585,67.0,78.788,70.103,66.667,78.0,68.966,72.8,77.2,68.22,70.653,74.03,61.493,70.849,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-05,74.435,77.462,66.712,3.042,3.158,4.871,2.668,7,451.0,109.0,135,6,64.444,70.0,77.778,69.072,68.0,78.0,71.034,74.8,79.2,69.915,75.641,76.959,65.109,71.811,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-06,75.047,78.319,67.003,14.72,8.762,7.802,1.28,4,434.0,120.0,140,8,46.053,76.0,79.798,69.072,71.333,79.333,71.724,74.8,79.6,69.492,75.527,77.747,65.541,73.082,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-07,78.05,80.645,69.112,4.515,4.759,5.58,1.211,2,483.0,107.0,168,6,58.974,75.0,79.798,70.408,76.667,85.333,73.611,76.8,81.6,71.429,78.807,79.852,67.793,74.414,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-08,80.465,81.858,70.256,6.976,5.31,5.999,2.011,1,429.0,110.0,170,6,59.77,74.0,81.818,70.408,78.0,84.667,72.917,82.0,86.8,74.37,81.044,80.332,68.887,77.288,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-09,78.63,81.203,69.892,8.245,5.997,6.035,1.574,3,393.0,116.0,141,7,48.889,82.828,86.735,74.227,76.667,84.667,71.528,78.0,84.8,74.059,78.663,79.39,68.254,79.657,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-12,82.132,83.712,70.651,7.697,6.25,3.94,3.709,7,384.0,118.0,163,5,51.887,86.869,86.735,73.196,82.667,87.333,74.306,79.6,86.4,75.732,82.208,82.32,68.682,80.36,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Aggressive
2022-09-13,82.863,83.692,71.85,7.815,5.373,4.846,2.512,10,381.0,131.0,159,3,55.0,92.929,90.816,78.351,85.333,87.333,72.917,82.8,85.2,78.243,81.627,82.196,69.565,82.704,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Aggressive
2022-09-14,75.91,80.922,70.912,-2.141,0.277,1.8,1.544,10,435.0,108.0,170,1,55.814,79.798,84.694,79.381,76.667,84.667,72.917,74.0,82.4,75.104,75.89,79.724,68.812,79.595,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-15,72.288,78.977,70.033,-8.176,-2.881,-0.222,0.583,9,397.0,120.0,165,2,47.115,70.707,80.612,77.32,72.667,80.667,72.222,72.4,80.0,74.274,72.354,78.361,68.016,76.129,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-16,51.378,69.362,64.816,-27.251,-11.841,-5.076,0.116,4,319.0,395.0,121,0,20.192,52.525,72.449,67.01,50.0,66.0,65.278,53.6,71.6,72.727,50.957,69.032,62.648,69.233,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-19,48.341,66.414,64.706,-33.791,-17.298,-5.946,1.778,7,300.0,439.0,118,1,31.532,56.122,68.041,68.75,44.0,62.667,66.207,47.6,66.8,69.71,48.408,66.697,62.919,65.717,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-20,56.32,70.536,65.999,-26.542,-13.155,-5.851,4.812,10,339.0,420.0,129,3,21.569,68.367,77.32,70.833,52.667,68.0,66.207,58.4,74.8,73.029,55.273,69.301,63.842,72.354,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-21,48.748,66.54,64.596,-27.161,-14.382,-6.316,0.42,8,358.0,191.0,136,6,28.571,58.163,72.165,70.833,48.667,66.667,65.753,51.6,70.4,71.25,47.273,65.133,62.266,68.653,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-22,49.156,66.667,64.462,-23.133,-12.311,-5.571,1.432,4,319.0,153.0,125,5,29.63,57.143,69.072,70.833,54.0,66.667,66.438,54.0,72.8,72.917,46.685,65.041,61.576,67.395,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Constructive
2022-09-23,31.668,56.692,60.147,-19.711,-12.67,-4.669,0.23,3,190.0,285.0,84,5,15.385,31.313,61.856,66.667,31.333,54.0,59.589,38.8,64.0,68.465,30.127,54.922,57.635,58.586,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Selective
2022-09-26,14.713,33.48,48.965,-33.627,-32.934,-15.741,0.123,1,142.0,837.0,56,9,17.949,15.0,41.837,59.794,19.463,36.242,52.414,16.8,39.6,56.432,13.575,30.946,45.661,26.746,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-09-27,17.34,36.237,50.167,-38.98,-34.299,-15.832,1.0,1,170.0,858.0,56,11,16.129,16.0,37.755,56.701,23.49,39.597,55.556,23.2,45.6,57.851,15.315,33.487,46.949,26.894,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-09-28,16.604,34.766,48.665,-32.144,-31.774,-15.931,0.604,2,208.0,772.0,50,14,7.143,15.0,34.694,55.67,23.49,40.268,52.778,22.0,44.4,55.967,14.608,31.797,45.661,24.315,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-09-29,20.422,36.789,49.633,-28.734,-29.878,-14.829,1.102,1,277.0,169.0,45,13,50.0,19.0,40.816,55.67,27.517,43.624,54.167,27.2,48.0,59.259,18.076,32.903,46.108,28.312,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
2022-09-30,29.28,43.687,53.795,-2.387,-13.005,-6.352,4.698,1,310.0,135.0,45,13,50.0,33.0,53.061,61.856,36.913,48.993,55.556,39.6,55.2,61.317,25.606,39.466,50.982,36.208,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Defensive
2022-10-03,24.892,37.744,51.664,10.178,4.264,2.7,0.334,0,309.0,173.0,41,13,33.333,19.0,36.735,58.763,25.333,41.611,54.861,36.4,52.0,59.259,22.78,34.037,48.723,28.09,Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,75,Risk-off
