Model,Features,Threshold,Trades,Success15Before7Pct,Stop7Before15Pct,AverageRuleBasedReturnPct,Average20DayReturnPct
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,65,21898,30.542,43.027,2.302,3.608
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,70,18385,30.481,42.736,2.293,3.74
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,75,12954,31.033,43.485,2.274,3.736
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,80,9259,30.478,44.076,2.142,3.785
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,50,37841,28.887,46.997,1.671,2.589
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,55,32408,29.169,46.954,1.713,2.593
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,28050,29.59,46.046,1.854,2.839
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,23939,30.365,44.58,2.098,3.346
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,19029,30.685,44.012,2.171,3.536
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,12324,28.643,47.014,1.614,3.162
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,80,8856,28.15,47.38,1.487,3.154
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,50,38304,28.906,46.632,1.708,2.623
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,55,32913,28.986,46.738,1.709,2.543
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,27605,29.741,45.372,1.939,3.01
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,22950,30.828,43.621,2.245,3.608
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,19150,30.95,43.243,2.281,3.728
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,13523,29.557,45.108,1.91,3.497
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,80,9528,28.999,46.138,1.708,3.255
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,36409,29.097,47.579,1.65,2.717
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,55,32108,29.036,47.437,1.65,2.676
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,60,28094,29.554,45.903,1.861,2.896
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,65,22992,29.484,45.681,1.877,2.962
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,70,19823,29.784,45.331,1.948,3.156
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,75,14685,29.711,46.149,1.829,3.431
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,80,10627,28.748,47.041,1.621,3.513
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,38208,28.986,46.543,1.728,2.639
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,32887,28.923,46.86,1.685,2.524
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,27720,29.722,45.635,1.916,2.971
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,22931,30.723,43.853,2.209,3.539
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,19033,30.93,43.288,2.273,3.711
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,13290,29.556,45.515,1.883,3.476
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,80,9528,28.999,46.138,1.708,3.255
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,50,38484,28.729,47.004,1.657,2.768
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,55,32426,29.02,46.481,1.731,2.844
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,27098,29.493,45.498,1.894,3.038
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,22778,29.849,44.341,2.072,3.219
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,18280,30.131,43.747,2.172,3.439
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,11441,28.922,46.499,1.706,3.201
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,80,7937,28.953,46.97,1.644,3.476
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,50,37252,28.6,46.913,1.651,2.707
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,55,32358,29.038,46.23,1.766,2.945
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,27002,29.576,44.934,1.967,3.143
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,22182,30.358,43.382,2.232,3.559
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,18686,30.483,42.802,2.298,3.658
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,12536,29.268,45.262,1.863,3.385
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,80,8343,29.498,45.487,1.871,3.64
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,35522,28.351,48.111,1.481,2.622
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,55,31288,28.513,47.462,1.586,2.765
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,60,26861,28.953,46.145,1.782,3.069
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,65,23980,29.195,45.855,1.854,3.17
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,70,19327,29.684,45.506,1.935,3.182
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,75,14414,30.123,44.464,2.101,3.412
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,80,10522,28.797,46.797,1.729,3.493
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,37130,28.64,46.841,1.662,2.702
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,32288,28.986,46.407,1.738,2.895
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,27226,29.431,45.181,1.925,3.08
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,22168,30.359,43.387,2.233,3.546
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,18135,30.245,43.32,2.224,3.589
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,12115,29.319,45.605,1.829,3.333
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,80,8226,28.775,46.62,1.669,3.444
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,37004,28.881,47.846,1.592,2.634
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,32889,28.888,47.694,1.607,2.544
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,28830,29.532,46.348,1.813,2.835
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,23272,29.245,46.158,1.796,2.873
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,19192,29.392,46.149,1.815,3.08
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,13186,28.523,47.422,1.554,3.262
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,80,9785,27.297,49.504,1.195,3.01
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,50,36602,29.963,43.697,2.145,3.19
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,55,32443,29.757,43.88,2.1,3.107
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,60,28222,30.023,43.806,2.114,3.223
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,65,23646,30.441,43.086,2.235,3.412
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,70,18282,30.965,42.085,2.408,3.624
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,75,14143,30.927,41.335,2.454,3.871
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,80,10574,30.462,41.763,2.333,4.022
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,50,38242,29.169,45.738,1.844,2.993
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,55,32047,29.778,44.762,2.013,3.142
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,60,26543,30.064,44.223,2.104,3.268
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,65,22138,30.441,43.644,2.22,3.487
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,70,16925,30.99,41.796,2.434,3.757
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,75,12948,30.893,42.153,2.376,3.853
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,80,8692,31.167,42.717,2.336,4.053
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,50,38187,29.177,45.348,1.892,3.008
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,55,32398,29.644,44.663,2.003,3.117
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,60,25861,30.525,43.177,2.266,3.547
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,65,22010,30.677,42.59,2.34,3.688
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,70,17189,31.183,40.951,2.535,3.984
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,75,13300,31.241,41.609,2.476,3.983
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,80,8931,31.318,42.291,2.404,4.054
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,50,36643,29.94,43.736,2.138,3.175
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,55,32654,29.733,43.909,2.091,3.107
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,60,28179,29.916,44.047,2.075,3.161
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,65,23583,30.45,43.124,2.233,3.418
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,70,18280,30.875,42.555,2.358,3.563
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,75,14084,30.936,41.345,2.452,3.872
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,80,10545,30.346,41.84,2.313,4.019
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,50,36536,29.984,43.53,2.17,3.204
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,55,32234,29.835,43.653,2.135,3.152
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,60,28201,30.3,42.903,2.241,3.336
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,65,22820,30.513,42.384,2.299,3.604
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,70,18614,30.923,41.995,2.407,3.687
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,75,14539,31.33,40.78,2.566,3.93
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,80,11239,30.118,41.445,2.34,3.932
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,50,38417,29.167,45.438,1.877,3.002
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,55,32320,29.678,44.626,2.012,3.13
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,60,25993,30.324,43.708,2.198,3.413
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,65,21977,30.609,42.726,2.314,3.67
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,70,17302,30.835,41.77,2.408,3.813
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,75,13213,31.159,41.679,2.46,3.942
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,80,8931,31.318,42.291,2.404,4.054
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,50,38203,29.244,45.499,1.876,2.802
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,55,32156,29.397,45.584,1.879,2.816
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,27125,30.002,44.771,2.044,3.123
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,65,21685,30.533,44.118,2.154,3.403
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,18278,31.267,42.822,2.363,3.704
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,13645,29.96,43.76,2.085,3.511
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,80,8695,29.753,45.187,1.881,3.475
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,50,38251,29.22,45.395,1.887,2.83
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,55,32299,29.388,45.206,1.914,2.847
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,27064,30.003,44.284,2.103,3.199
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,21505,30.858,42.962,2.308,3.639
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,70,18208,31.42,42.036,2.459,3.804
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,75,14263,30.534,42.726,2.263,3.684
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,80,8873,30.215,43.908,2.067,3.696
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,37587,28.936,46.926,1.689,2.751
