Model,Features,Threshold,Folds,TotalTrades,AverageSuccessPct,AverageStopPct,AverageRuleBasedReturnPct,Average20DayReturnPct,QualityScore
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,50,4,30925,23.602,52.417,0.374,1.13,-0.019
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,65,4,19417,23.205,52.346,0.381,1.254,-0.029
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,55,4,26041,23.411,52.294,0.369,0.861,-0.03
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,75,3,13323,24.075,54.288,0.393,1.054,-0.032
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,50,4,30829,23.54,52.486,0.359,1.115,-0.038
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,70,3,18756,23.945,54.317,0.393,1.162,-0.04
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,50,4,30736,23.491,52.86,0.371,0.91,-0.04
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,75,3,11724,24.159,54.514,0.385,0.965,-0.042
Mix_MidPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | SmallPct200EMA,65,4,17821,22.932,52.208,0.377,1.017,-0.043
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,70,3,17066,23.95,54.167,0.383,1.089,-0.045
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,4,22202,23.039,51.489,0.344,1.307,-0.049
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,50,4,31787,23.484,52.631,0.354,1.155,-0.05
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,75,3,12555,24.26,54.79,0.38,1.033,-0.051
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,4,31169,23.473,52.661,0.351,1.049,-0.055
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,60,4,21929,22.913,51.359,0.34,1.493,-0.055
Mix_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,70,3,17448,24.168,54.396,0.366,1.291,-0.057
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA,80,3,9207,24.079,54.68,0.378,1.239,-0.058
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA,80,3,9586,24.343,54.639,0.364,0.802,-0.058
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,4,22139,22.831,51.205,0.334,1.437,-0.06
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA,65,4,19626,23.055,52.004,0.346,1.39,-0.061
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,80,3,8403,24.259,54.891,0.372,1.321,-0.062
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,80,3,8403,24.259,54.891,0.372,1.321,-0.062
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,4,22281,23.277,52.97,0.363,0.872,-0.063
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,4,31279,23.366,52.707,0.341,0.785,-0.072
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,65,4,19240,23.088,52.529,0.349,1.222,-0.072
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA,80,3,9455,24.32,54.725,0.351,0.8,-0.075
Mix_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,70,3,17755,24.107,54.496,0.349,1.258,-0.081
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,65,4,19309,23.251,52.577,0.333,1.268,-0.082
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA,75,4,13716,22.77,52.075,0.339,1.486,-0.085
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA,65,4,19325,23.044,51.333,0.295,1.561,-0.093
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,50,4,31291,23.364,52.898,0.317,1.078,-0.101
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,65,4,18073,22.713,51.291,0.301,1.557,-0.102
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,60,4,21918,23.043,52.565,0.312,1.303,-0.113
Mix_MidPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | MicroPct200EMA,70,3,17667,23.816,54.641,0.335,1.035,-0.114
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,22100,22.836,51.712,0.295,1.317,-0.115
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA,80,3,9244,24.115,54.719,0.318,1.296,-0.118
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,3,11446,23.843,54.714,0.328,0.962,-0.121
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,80,3,8128,24.146,55.202,0.325,1.309,-0.123
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA,80,4,11348,22.733,52.51,0.311,1.108,-0.127
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,50,4,31390,23.214,52.992,0.295,0.773,-0.134
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,65,4,18608,22.528,51.679,0.286,1.527,-0.138
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,70,3,18303,23.885,54.629,0.306,1.103,-0.139
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,60,4,22244,23.048,52.583,0.282,1.158,-0.143
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,55,4,26736,22.982,52.12,0.271,1.224,-0.144
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,3,11205,23.953,55.172,0.313,1.3,-0.144
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,4,22470,22.69,53.104,0.303,0.833,-0.155
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,55,4,26888,22.927,52.216,0.26,1.186,-0.16
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,55,4,26549,22.915,52.838,0.278,0.726,-0.162
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,22369,22.677,53.143,0.296,0.829,-0.164
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,4,22450,22.983,52.905,0.259,1.036,-0.179
Top_6_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,80,3,8775,23.985,55.239,0.276,0.982,-0.182
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA,80,3,9049,23.985,55.067,0.261,1.256,-0.191
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,4,26213,22.885,53.008,0.254,0.711,-0.192
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA,65,4,19374,23.08,53.678,0.26,1.239,-0.196
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,3,11797,23.8,55.194,0.254,1.278,-0.211
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,70,3,17395,23.562,54.838,0.246,1.138,-0.221
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,4,22662,22.795,53.166,0.232,0.993,-0.223
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,22485,22.808,53.209,0.229,0.998,-0.227
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,55,4,27168,23.171,53.221,0.208,1.007,-0.23
Mix_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,70,3,19256,23.744,55.089,0.234,0.981,-0.231
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA,55,4,26046,23.119,53.539,0.217,0.607,-0.233
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,65,4,18978,22.562,53.048,0.228,1.349,-0.236
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,50,4,30912,23.032,53.698,0.216,0.633,-0.243
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA,65,4,19136,22.849,53.508,0.219,1.4,-0.244
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,75,3,11991,23.582,55.687,0.233,1.137,-0.258
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,60,4,22942,22.904,53.31,0.196,1.125,-0.258
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,70,3,18367,23.671,55.202,0.211,1.062,-0.262
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,65,4,19563,22.503,53.098,0.2,1.399,-0.268
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,3,11081,23.571,55.501,0.215,0.91,-0.272
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,60,4,22439,22.447,52.002,0.164,1.43,-0.274
Mix_MidPct50EMA_SmallPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | MicroPct200EMA | SmallPct200EMA,55,4,26171,22.77,53.84,0.185,0.595,-0.292
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,55,4,26455,22.98,54.37,0.19,0.468,-0.293
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | SmallPct200EMA,55,4,26189,22.67,53.763,0.184,0.588,-0.295
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,80,3,8695,23.615,55.927,0.19,1.111,-0.307
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,70,4,15442,22.195,53.177,0.177,1.173,-0.309
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,55,4,27224,22.776,53.234,0.147,1.054,-0.311
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,4,30672,22.973,53.795,0.148,0.89,-0.318
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,70,4,15636,22.228,53.966,0.187,1.119,-0.32
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,4,27030,22.757,53.278,0.138,1.042,-0.322
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,60,4,23353,22.644,53.609,0.153,0.982,-0.323
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,80,3,8530,23.622,56.053,0.177,1.133,-0.324
Mix_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | SmallPct200EMA,65,4,19568,22.22,53.167,0.159,1.412,-0.325
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | SmallPct200EMA,70,4,15555,22.193,53.584,0.169,1.126,-0.329
Mix_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,60,4,23129,22.32,53.305,0.14,1.119,-0.343
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,60,4,22749,22.056,52.389,0.117,1.493,-0.352
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,60,4,22868,22.041,52.38,0.117,1.465,-0.352
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,4,31018,22.787,54.136,0.129,0.701,-0.355
Mix_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,LargePct50EMA | PctAbove50EMA | MicroPct200EMA,80,3,7539,23.672,56.262,0.141,0.93,-0.364
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,70,3,18843,23.293,55.953,0.149,0.868,-0.365
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,4,30603,22.627,53.948,0.117,0.675,-0.37
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,4,30250,22.689,53.798,0.104,0.931,-0.376
Mix_MidPct50EMA_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,80,3,8569,23.652,56.073,0.115,0.565,-0.385
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,55,4,27116,22.604,54.505,0.117,0.397,-0.388
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,50,4,30722,22.946,53.88,0.076,1.05,-0.393
Mix_SmallPct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,55,4,27015,22.592,54.541,0.111,0.393,-0.396
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,4,18875,22.144,54.427,0.125,1.176,-0.401
Mix_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,18875,22.144,54.427,0.125,1.176,-0.401
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA,55,4,26573,22.72,54.239,0.088,1.024,-0.403
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,60,4,23040,22.244,53.695,0.089,1.024,-0.41
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,60,4,23315,22.223,53.715,0.089,1.058,-0.412
Mix_LargePct50EMA_PctAbove50EMA_SmallPct200EMA,LargePct50EMA | PctAbove50EMA | SmallPct200EMA,70,4,15778,21.855,53.588,0.096,1.07,-0.419
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,50,4,29853,22.787,53.848,0.045,1.046,-0.431
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,55,4,27200,22.167,53.109,0.041,1.262,-0.444
Mix_MidPct50EMA_PctAbove200EMA_SmallPct200EMA,MidPct50EMA | PctAbove200EMA | SmallPct200EMA,50,4,30711,22.259,54.4,0.074,0.597,-0.445
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA,70,4,15078,22.109,54.758,0.089,1.039,-0.448
Mix_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA,PctAbove200EMA | PctAbove50EMA | MicroPct200EMA,75,3,11253,23.031,56.201,0.084,1.111,-0.451
Mix_MidPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | PctAbove50EMA | SmallPct200EMA,70,4,15454,22.077,54.377,0.073,1.133,-0.455
Mix_SmallPct50EMA_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | MicroPct200EMA | SmallPct200EMA,55,4,27274,22.536,54.603,0.049,0.813,-0.463
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | SmallPct200EMA,55,4,27274,22.536,54.603,0.049,0.813,-0.463
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,55,4,26693,22.346,53.641,0.029,0.892,-0.463
Top_5_Equal,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,70,4,15150,21.994,54.398,0.067,1.082,-0.465
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA,70,4,15150,21.994,54.398,0.067,1.082,-0.465
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA | PctAbove50EMA | SmallPct200EMA,65,4,19431,21.77,53.962,0.052,1.033,-0.479
Mix_MidPct50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | MicroPct200EMA | SmallPct200EMA,50,4,30574,22.167,54.554,0.046,0.545,-0.482
Mix_MidPct50EMA_LargePct50EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,MidPct50EMA | LargePct50EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,65,4,19459,21.762,53.981,0.049,1.026,-0.483
Mix_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,65,3,23309,23.101,56.56,0.058,0.723,-0.483
Mix_LargePct50EMA_PctAbove200EMA_SmallPct200EMA,LargePct50EMA | PctAbove200EMA | SmallPct200EMA,50,4,29763,22.49,53.787,0.006,0.99,-0.483
Mix_MidPct50EMA_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,70,4,15559,21.94,54.681,0.059,1.006,-0.484
Mix_SmallPct50EMA_LargePct50EMA_PctAbove200EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | LargePct50EMA | PctAbove200EMA | MicroPct200EMA | SmallPct200EMA,50,4,30444,22.71,54.666,0.018,0.846,-0.487
Mix_MidPct50EMA_LargePct50EMA_PctAbove200EMA,MidPct50EMA | LargePct50EMA | PctAbove200EMA,70,4,15939,21.876,53.319,0.017,1.643,-0.489
Mix_MidPct50EMA_PctAbove50EMA_MicroPct200EMA,MidPct50EMA | PctAbove50EMA | MicroPct200EMA,65,4,17674,22.223,54.888,0.043,0.632,-0.492
Mix_LargePct50EMA_MicroPct200EMA_SmallPct200EMA,LargePct50EMA | MicroPct200EMA | SmallPct200EMA,55,4,27014,22.36,54.481,0.016,1.053,-0.501
Mix_MidPct50EMA_LargePct50EMA_MicroPct200EMA,MidPct50EMA | LargePct50EMA | MicroPct200EMA,70,4,15896,21.846,53.374,0.008,1.625,-0.501
Mix_MidPct50EMA_SmallPct50EMA_LargePct50EMA_SmallPct200EMA,MidPct50EMA | SmallPct50EMA | LargePct50EMA | SmallPct200EMA,70,4,15775,21.771,53.894,0.017,1.015,-0.511
Mix_MidPct50EMA_PctAbove200EMA_PctAbove50EMA,MidPct50EMA | PctAbove200EMA | PctAbove50EMA,65,4,17482,22.057,54.879,0.023,0.719,-0.52
Mix_LargePct50EMA_PctAbove200EMA_MicroPct200EMA,LargePct50EMA | PctAbove200EMA | MicroPct200EMA,55,4,27132,22.651,54.827,-0.015,0.943,-0.528
Mix_SmallPct50EMA_PctAbove50EMA_SmallPct200EMA,SmallPct50EMA | PctAbove50EMA | SmallPct200EMA,65,4,18604,21.942,54.917,0.02,0.664,-0.53
Mix_SmallPct50EMA_PctAbove200EMA_PctAbove50EMA_MicroPct200EMA_SmallPct200EMA,SmallPct50EMA | PctAbove200EMA | PctAbove50EMA | MicroPct200EMA | SmallPct200EMA,50,4,30378,22.453,55.406,0.007,0.396,-0.533
