Date,Total_Universe,Advances,Declines,Above_20_EMA,Above_50_EMA,Above_200_EMA,Up_4_Count,Down_4_Count,Up_25_1M_Count,Down_25_1M_Count,New_52W_Highs,New_52W_Lows,IPO_New_Highs,Total_Up_Volume,Total_Down_Volume,T3_Breakouts,T3_Wins,Pct_Above_20_EMA,Pct_Above_50_EMA,Pct_Above_200_EMA,Rolling_3D_Up_4,Rolling_3D_Down_4,Net_52W_High_Low,Volume_Ratio,AD_Spread,MCO,TRIN,Large_Pct_20_EMA,Large_Pct_50_EMA,Large_Pct_200_EMA,Mid_Pct_20_EMA,Mid_Pct_50_EMA,Mid_Pct_200_EMA,Small_Pct_20_EMA,Small_Pct_50_EMA,Small_Pct_200_EMA,Micro_Pct_20_EMA,Micro_Pct_50_EMA,Micro_Pct_200_EMA,T3_Breakouts_5D,T3_Wins_5D,Composite_Score,Intraday_Volume_Points,Unchanged
2021-12-28,637,512,119,330,289,409,70,1,53,2,14,0,4,323940219333.04,59279002795.47,3,2,53.14009661835749,47.377049180327866,70.76124567474048,138.0,31.0,14,5.464670525088437,393.0,24.05946875238425,0.7873340192515508,45.74468085106383,42.69662921348314,72.41379310344827,52.38095238095239,47.58620689655172,66.42857142857143,50.0,43.62139917695473,74.00881057268722,64.92537313432835,57.14285714285714,68.54838709677419,11.0,8.0,72,,
2021-12-29,636,319,309,333,311,413,50,11,52,2,9,0,5,212934383242.57,175095286253.83,5,5,53.70967741935484,51.06732348111659,71.45328719723183,171.0,28.0,9,1.2161057433258706,10.0,22.923746400151664,0.8489084647553475,37.634408602150536,45.45454545454545,70.93023255813954,53.74149659863946,49.6551724137931,66.42857142857143,54.47154471544715,50.20576131687243,76.75438596491229,63.43283582089553,57.89473684210527,67.74193548387096,12.0,11.0,62,,
2021-12-30,632,260,368,343,310,415,34,12,48,2,11,0,5,224473497745.21,248733696540.21,7,3,55.68181818181818,51.2396694214876,72.17391304347827,154.0,24.0,11,0.9024651700495347,-108.0,15.93808505699204,0.782879785921993,36.17021276595745,37.07865168539326,70.11494252873564,50.68493150684932,50.0,66.90647482014388,59.01639344262295,51.45228215767634,77.87610619469027,68.93939393939394,61.832061068702295,69.10569105691057,18.0,13.0,58,,
2021-12-31,640,476,159,414,359,433,44,5,44,2,15,1,4,308467001550.7,65641342197.12,9,4,66.45264847512038,58.66013071895425,74.27101200686106,128.0,28.0,14,4.699279314313502,317.0,31.135654183305604,0.6370574063783305,51.06382978723404,50.56179775280899,75.86206896551724,69.17808219178082,58.333333333333336,69.06474820143885,65.4320987654321,58.333333333333336,80.0,75.71428571428571,64.74820143884892,68.93939393939394,25.0,15.0,64,,
2022-01-03,641,471,165,495,401,450,76,7,47,2,25,0,7,362138605228.06,55545807689.67,13,8,79.45425361155698,65.52287581699346,77.18696397941682,154.0,24.0,25,6.519638840275751,306.0,43.423897515387175,0.4378379730041488,76.59574468085107,60.67415730337079,85.0574712643678,78.62068965517241,60.83916083916085,72.46376811594203,78.099173553719,67.36401673640168,81.16591928251121,84.50704225352112,70.2127659574468,70.37037037037037,37.0,22.0,77,,
2022-01-04,646,323,316,507,416,456,62,13,57,2,24,0,5,336600173282.58,156372717495.09,9,4,80.73248407643312,67.42301458670988,77.55102040816327,182.0,25.0,24,2.152550513123551,7.0,38.76322607673999,0.4748561729457116,76.84210526315789,67.77777777777779,85.22727272727273,81.25,61.97183098591549,70.07299270072993,80.24691358024691,68.33333333333333,82.58928571428571,83.56164383561644,71.03448275862068,71.94244604316546,43.0,24.0,73,,
2022-01-05,653,320,328,511,434,467,45,14,47,2,15,0,3,356640409853.75,182445910930.03,17,10,80.47244094488188,69.55128205128204,78.61952861952862,183.0,34.0,15,1.9547733793306308,-8.0,33.83453586631294,0.4990909772014785,75.78947368421053,68.88888888888889,86.36363636363636,83.33333333333334,69.71830985915493,74.45255474452554,77.68595041322314,67.78242677824268,82.95964125560538,85.06493506493507,72.54901960784314,71.23287671232876,55.0,29.0,65,,
2022-01-06,666,285,368,500,444,478,46,8,48,4,18,0,3,250940161585.57,264536969458.06,19,9,77.04160246533128,69.59247648902821,78.61842105263158,153.0,35.0,18,0.9486014831864714,-83.0,25.70133305706625,0.816419260844537,72.63157894736842,73.33333333333333,82.95454545454545,80.55555555555556,64.7887323943662,74.45255474452554,72.95081967213115,68.87966804979253,82.66666666666667,82.53012048192771,72.72727272727273,74.0506329113924,67.0,35.0,51,,
2022-01-07,672,345,321,493,451,482,61,10,49,4,27,0,7,342015009849.59,193804282335.0,29,10,75.26717557251908,70.03105590062113,78.62969004893964,152.0,32.0,27,1.7647443375807386,24.0,23.968937989875,0.6090209965561175,71.57894736842105,74.44444444444444,84.0909090909091,78.62068965517241,67.6056338028169,74.45255474452554,70.32520325203252,67.07818930041152,81.93832599118943,81.65680473372781,73.96449704142012,74.53416149068323,87.0,41.0,52,,
2022-01-10,674,465,204,535,489,488,96,6,59,4,24,0,9,418856347641.79,112485547678.7,23,12,81.30699088145896,75.69659442724458,79.22077922077922,203.0,24.0,24,3.723645893054612,261.0,34.2178955174771,0.6121451475709513,77.89473684210526,78.02197802197803,85.39325842696628,84.24657534246576,78.01418439716312,74.45255474452554,78.714859437751,72.35772357723577,83.11688311688312,84.52380952380952,77.38095238095238,74.21383647798741,97.0,45.0,58,,
2022-01-11,676,276,393,518,478,499,55,30,55,3,27,0,4,321906930208.15,263289650721.42,10,8,78.24773413897282,73.6517719568567,80.61389337641357,212.0,46.0,27,1.2226341951767463,-117.0,23.90966472598951,0.5744073567600106,74.73684210526315,72.52747252747253,83.14606741573034,78.91156462585033,75.177304964539,77.37226277372264,77.32793522267207,71.31147540983606,84.27947598253274,80.92485549132948,76.30057803468208,76.82926829268293,98.0,49.0,64,,
2022-01-12,684,400,277,542,511,504,52,25,57,1,22,0,3,416651847844.88,160911965849.59,21,14,80.8955223880597,77.77777777777779,80.5111821086262,203.0,61.0,22,2.589315503325209,123.0,26.976579075637677,0.5576930734957533,76.84210526315789,78.02197802197803,84.26966292134831,84.35374149659864,79.43262411347519,76.64233576642336,79.43548387096774,77.9591836734694,84.84848484848484,82.22222222222221,76.11111111111111,75.7396449704142,102.0,53.0,69,,
2022-01-13,687,376,301,558,523,517,54,17,59,1,15,0,4,412349704151.8,194431302668.48,28,16,83.03571428571429,79.36267071320182,82.06349206349206,161.0,72.0,15,2.1207989582566715,75.0,27.063907949208662,0.5890088875952593,82.10526315789474,81.31868131868131,87.64044943820225,83.6734693877551,79.43262411347519,78.1021897810219,81.78137651821862,79.50819672131148,86.58008658008657,84.69945355191257,78.14207650273224,76.30057803468208,111.0,60.0,67,,
2022-01-14,694,404,286,566,535,523,71,6,63,0,26,1,4,361720894024.18,199596063600.34,29,15,83.23529411764706,80.33033033033034,81.97492163009404,177.0,48.0,25,1.8122646684479196,118.0,29.15325459636582,0.7794597760365747,76.84210526315789,79.12087912087912,86.51685393258427,81.08108108108108,76.59574468085107,77.37226277372264,83.80566801619433,81.9672131147541,87.1244635193133,87.36842105263159,81.57894736842105,76.53631284916202,111.0,65.0,78,,
2022-01-17,700,408,284,579,551,535,85,14,90,0,33,1,6,373188717359.05,193529498955.12,35,22,84.27947598253274,81.99404761904762,82.94573643410853,210.0,37.0,32,1.9283298896236665,124.0,31.093879706703355,0.7450072345195202,77.89473684210526,76.92307692307693,85.39325842696628,81.87919463087249,79.43262411347519,78.1021897810219,85.88709677419355,84.89795918367346,88.46153846153845,87.17948717948718,82.56410256410255,78.37837837837837,123.0,75.0,88,,
2022-01-18,708,102,604,471,496,523,20,113,116,1,7,3,5,118234468290.7,456625974846.64,32,7,67.67241379310344,72.94117647058823,80.21472392638037,176.0,133.0,4,0.2589306671185528,-502.0,1.297644777508438,0.6521984207769045,58.333333333333336,64.83516483516483,83.14606741573034,61.74496644295302,65.24822695035462,70.8029197080292,68.54838709677419,77.55102040816327,85.47008547008546,75.36945812807882,76.35467980295566,79.16666666666666,145.0,74.0,51,,
2022-01-19,716,349,363,467,491,529,53,32,113,0,13,2,4,276506778586.82,340844303339.04,35,7,66.24113475177305,71.36627906976744,80.15151515151516,158.0,159.0,11,0.8112407215788993,-14.0,0.215375689159238,1.1851383705391887,54.16666666666666,63.73626373626373,84.26966292134831,58.66666666666666,63.82978723404256,70.07299270072993,68.0161943319838,74.59016393442623,85.83690987124464,75.0,75.94339622641509,78.60696517412936,159.0,67.0,42,,
2022-01-20,718,315,390,443,465,526,57,26,105,1,15,2,3,239130962095.38,329051374752.03,45,15,62.57062146892656,67.29377713458756,79.45619335347432,130.0,171.0,13,0.7267283483486032,-75.0,-3.761041259825124,1.111408835953193,52.04081632653062,56.38297872340425,82.41758241758241,55.033557046979865,61.87050359712231,68.88888888888889,66.80161943319838,70.08196721311475,86.26609442060087,67.7570093457944,72.42990654205607,77.33990147783251,176.0,66.0,42,,
2022-01-21,719,104,614,333,408,504,12,106,90,2,4,6,2,149134981955.12,465071922583.87,8,2,46.83544303797469,58.87445887445888,75.90361445783132,122.0,164.0,-2,0.3206707924368953,-510.0,-28.89207254490763,0.5282087158754539,31.63265306122449,43.61702127659575,78.02197802197803,38.66666666666666,50.35971223021583,65.92592592592592,50.20242914979757,65.71428571428571,82.47863247863248,55.55555555555556,63.25581395348837,74.01960784313727,155.0,53.0,34,,
2022-01-24,729,24,705,127,248,446,5,441,57,3,1,14,1,30499988787.410004,645430207677.96,14,5,17.590027700831026,35.22727272727273,66.17210682492582,74.0,573.0,-13,0.0472552855825243,-681.0,-58.78464393092863,0.720396729632267,14.285714285714285,22.34042553191489,65.93406593406593,12.666666666666668,31.654676258992804,59.25925925925925,18.47389558232932,37.24696356275304,76.17021276595744,21.333333333333336,40.625,59.624413145539904,134.0,36.0,17,,
2022-01-25,735,508,224,191,305,470,101,31,70,3,2,2,1,462500765152.81,224690693528.71,12,4,26.200274348422496,42.776998597475455,69.11764705882352,118.0,578.0,0,2.0583886136508527,284.0,-35.79886924632195,1.1017633540222354,23.232323232323232,36.17021276595745,70.32967032967034,19.33333333333333,34.04255319148936,61.02941176470589,26.0,43.54838709677419,75.74468085106383,32.17391304347826,50.0,66.5137614678899,114.0,33.0,27,,
2022-01-27,738,293,438,216,299,460,59,61,57,9,8,4,1,269195582750.84,468981957544.37,8,4,29.508196721311474,41.75977653631285,67.34992679355784,165.0,533.0,4,0.5739998701876962,-145.0,-37.41703754475164,1.1654179842771624,24.24242424242424,32.97872340425532,68.13186813186813,20.666666666666668,31.20567375886525,55.88235294117647,29.71887550200803,44.534412955465584,76.17021276595744,37.17948717948718,48.71794871794872,64.70588235294117,87.0,30.0,21,,
2022-01-28,731,446,271,251,318,461,60,29,55,8,3,2,1,399867323075.25,239069799911.52,3,1,34.57300275482093,44.7887323943662,68.09453471196456,220.0,121.0,1,1.6725965522338722,175.0,-22.61348625218525,0.9839530371903196,27.27272727272727,34.73684210526316,67.3913043478261,23.33333333333333,34.285714285714285,56.2962962962963,36.54618473895582,48.98785425101215,76.17021276595744,42.98245614035088,50.877192982456144,66.97674418604652,45.0,16.0,31,,
2022-01-31,731,452,276,304,358,476,65,28,53,7,3,0,1,454372406506.09,94431432994.56,6,2,41.81568088033013,50.35161744022504,70.41420118343196,184.0,118.0,3,4.811664846092778,176.0,-9.793382465780066,0.3403564487144481,30.0,39.175257731958766,70.96774193548387,35.333333333333336,43.884892086330936,59.70149253731343,45.78313253012048,54.83870967741935,79.14893617021276,46.92982456140351,54.18502202643172,67.28971962616822,43.0,16.0,36,,
2022-02-01,735,452,277,348,385,500,76,22,53,9,10,1,1,472712486727.05,176313989910.44,5,4,47.60601915184679,53.84615384615385,73.6377025036819,201.0,79.0,9,2.68108325928741,175.0,1.1667731839252653,0.608623006173367,47.0,47.42268041237113,76.34408602150538,45.33333333333333,51.798561151079134,68.65671641791045,48.99598393574297,56.451612903225815,80.0,47.8448275862069,54.97835497835498,68.66359447004609,34.0,15.0,40,,
2022-02-02,735,565,162,444,430,522,115,15,54,7,16,0,3,434958740932.4,98469787175.65,3,3,60.73871409028728,60.05586592178771,76.8777614138439,256.0,65.0,16,4.417179658939675,403.0,21.931872398503707,0.7895658746705473,61.0,55.67010309278351,83.87096774193549,62.66666666666667,58.15602836879432,72.5925925925926,61.84738955823293,63.56275303643725,81.19658119658119,58.189655172413794,59.307359307359306,71.88940092165899,25.0,14.0,66,,
2022-02-03,734,265,464,408,402,495,39,16,44,8,9,0,1,192561292818.66,305537255745.41,4,4,55.96707818930041,56.30252100840336,73.00884955752213,230.0,53.0,9,0.6302383398347742,-199.0,9.476372864975753,0.9061979469622552,48.0,49.48453608247423,80.64516129032258,53.333333333333336,56.73758865248227,66.66666666666666,63.05220883534136,62.75303643724697,80.85106382978722,53.47826086956522,51.96506550218341,65.11627906976744,21.0,14.0,60,,
2022-02-04,736,250,479,367,387,491,42,22,44,9,14,1,0,203371032429.47,293167677634.31,5,3,50.20519835841313,53.97489539748954,72.09985315712188,196.0,53.0,13,0.6937020959150548,-229.0,-2.7204611005155304,0.7523700319371175,47.0,48.45360824742268,78.49462365591397,46.0,47.88732394366197,66.42335766423358,54.61847389558233,58.53658536585365,79.05982905982906,49.56896551724138,55.172413793103445,65.43778801843318,23.0,16.0,58,,
2022-02-07,735,206,528,300,349,475,34,59,42,9,11,5,0,200165397487.43,327657847247.99,7,2,41.0958904109589,48.67503486750349,69.95581737849778,115.0,97.0,6,0.6108976152063085,-322.0,-17.785151835508,0.6386528698753483,35.0,42.85714285714285,75.53191489361703,33.33333333333333,43.97163120567376,62.5,46.98795180722892,53.036437246963565,76.49572649572649,42.42424242424242,49.35064935064935,65.11627906976744,24.0,16.0,49,,
2022-02-08,737,164,568,247,317,459,12,74,29,10,5,5,0,251857611676.34,283550442638.94,6,1,33.7431693989071,44.08901251738526,67.40088105726872,88.0,155.0,0,0.8882285964090129,-404.0,-34.67653665474903,0.3250654116896291,30.0,40.81632653061224,70.2127659574468,23.33333333333333,39.71631205673759,63.23529411764706,38.95582329317269,47.77327935222672,74.78632478632478,36.48068669527897,44.20600858369099,60.82949308755761,25.0,13.0,28,,
2022-02-09,730,440,284,283,343,460,39,29,25,11,7,3,2,376892310690.61,94308936818.72,6,2,39.08839779005525,48.174157303370784,68.04733727810651,85.0,162.0,4,3.996358387700519,156.0,-20.94528799192637,0.387676885890943,40.4040404040404,48.45360824742268,72.04301075268818,38.0,47.183098591549296,64.23357664233576,39.75903614457831,50.20242914979757,74.2489270386266,38.49557522123894,46.46017699115044,61.97183098591549,28.0,12.0,28,,
2022-02-10,729,387,334,299,340,476,48,29,28,11,6,4,1,373174622782.11,151696332131.98,1,1,41.29834254143646,47.81997187060478,70.62314540059347,99.0,132.0,2,2.460010848894077,53.0,-14.250343945253348,0.4710071239122529,49.494949494949495,50.51546391752577,78.49462365591397,40.0,45.45454545454545,68.11594202898551,40.16064257028113,49.1869918699187,75.86206896551724,39.823008849557525,46.66666666666666,63.03317535545023,25.0,9.0,28,,
2022-02-11,720,103,614,206,276,437,14,80,20,15,6,8,0,85721361599.44,452633339479.59,4,1,28.81118881118881,39.31623931623932,65.51724137931035,101.0,138.0,-2,0.1893836669167966,-511.0,-36.65491506562165,0.8857809426112899,32.323232323232325,39.175257731958766,73.11827956989248,25.333333333333336,35.66433566433567,61.59420289855072,29.31726907630522,42.68292682926829,70.6896551724138,29.03225806451613,37.96296296296296,58.82352941176471,24.0,7.0,16,,
2022-02-14,715,29,685,76,150,373,5,400,11,32,2,25,0,37306205482.57,521950395561.47,4,0,10.704225352112676,21.52080344332855,56.34441087613293,67.0,509.0,-23,0.0714746186607237,-656.0,-62.87754879820844,0.592318884894194,17.17171717171717,25.773195876288657,58.51063829787234,6.666666666666667,12.587412587412588,54.01459854014598,9.63855421686747,23.07692307692308,60.94420600858369,11.79245283018868,23.809523809523807,51.51515151515152,21.0,5.0,9,,
2022-02-15,709,584,122,148,218,400,136,17,11,28,1,5,0,496967960151.52,59574492530.51,4,1,20.99290780141844,31.502890173410403,60.882800608828006,155.0,497.0,-4,8.341958765272013,462.0,-29.083512895579112,0.5738322833516847,37.37373737373738,40.20618556701031,73.40425531914893,17.333333333333336,23.61111111111111,57.2463768115942,16.46586345381526,32.52032520325203,65.51724137931035,21.256038647342997,31.70731707317073,51.813471502590666,19.0,5.0,22,,
2022-02-16,701,395,300,172,241,408,63,11,10,27,2,2,0,221349714688.81,253076707362.41,3,0,24.71264367816092,35.28550512445095,62.865947611710325,204.0,428.0,0,0.8746348764994543,95.0,-18.39419463435314,1.5053900799569684,34.34343434343434,44.329896907216494,72.3404255319149,19.33333333333333,27.58620689655172,58.992805755395686,22.58064516129032,36.0655737704918,67.82608695652173,26.633165829145728,35.53299492385787,54.83870967741935,16.0,3.0,13,,
2022-02-17,695,214,477,156,222,389,23,26,11,22,2,4,1,171802317900.66998,248168973049.77,1,1,22.707423580786028,32.93768545994065,60.59190031152648,222.0,54.0,-2,0.6922796020363724,-263.0,-27.06285654783316,0.6480579743244745,34.69387755102041,42.70833333333333,69.89247311827957,16.666666666666664,24.13793103448276,56.11510791366906,23.07692307692308,34.15637860082305,66.37554585152839,20.833333333333336,33.1578947368421,51.93370165745856,16.0,3.0,21,,
2022-02-18,689,159,523,131,198,379,14,21,10,25,0,7,1,102127582081.15,249985692267.5,0,0,19.23641703377386,29.64071856287425,59.59119496855346,100.0,58.0,-7,0.4085337090887074,-364.0,-39.38924820111943,0.7441620840670949,26.53061224489796,38.54166666666667,68.81720430107528,11.333333333333332,18.620689655172416,54.67625899280576,21.86234817813765,32.510288065843625,65.06550218340611,18.27956989247312,29.89130434782609,51.42857142857142,12.0,2.0,15,,
2022-02-21,686,94,591,77,137,350,10,154,6,43,1,26,1,110895291085.6,323152936615.65,1,0,11.35693215339233,20.57057057057057,55.29225908372828,47.0,201.0,-25,0.3431665893152507,-497.0,-56.38136682367357,0.4634846701890995,15.306122448979592,31.25,64.51612903225806,7.333333333333333,13.79310344827586,52.51798561151079,12.550607287449392,21.311475409836063,59.388646288209614,10.92896174863388,19.33701657458564,47.093023255813954,9.0,2.0,10,,
2022-02-22,681,114,561,62,103,321,9,109,9,42,1,36,1,161047800078.17,347295588035.62,1,1,9.212481426448738,15.55891238670695,51.11464968152867,33.0,284.0,-35,0.4637196832504889,-447.0,-68.12772141183905,0.4382142132189045,12.244897959183673,22.916666666666664,61.29032258064516,7.333333333333333,11.03448275862069,45.32374100719424,9.274193548387096,15.853658536585366,56.086956521739125,9.03954802259887,14.857142857142858,43.373493975903614,6.0,2.0,9,,
2022-02-23,675,469,201,93,131,331,80,5,15,14,1,6,1,260751041935.57,145043437743.19,0,0,13.963963963963964,19.96951219512195,53.21543408360129,99.0,268.0,-5,1.7977444963573517,268.0,-42.08021597766131,1.2979226681328797,17.346938775510203,22.916666666666664,60.215053763440864,12.666666666666668,15.172413793103448,48.57142857142857,13.709677419354838,21.45748987854251,60.0,13.529411764705882,20.23809523809524,43.39622641509434,3.0,2.0,21,,
2022-02-24,669,7,662,15,46,230,2,531,7,46,0,72,1,2061075237.75,760665052686.0599,1,0,2.272727272727273,7.076923076923077,37.27714748784441,91.0,645.0,-72,0.0027095700406794,-655.0,-65.74919775155104,3.9024708600028295,0.0,4.166666666666666,33.33333333333333,1.3333333333333337,4.827586206896552,32.142857142857146,2.419354838709677,7.6923076923076925,43.66812227074236,4.2682926829268295,9.876543209876544,34.83870967741935,3.0,1.0,2,,
2022-02-25,671,634,37,86,99,296,341,7,9,20,2,1,0,557185780060.01,20306224300.06,0,0,12.990936555891238,15.184049079754605,47.81906300484653,423.0,543.0,1,27.43916209269705,597.0,-23.057431179468992,0.6244773465475342,16.3265306122449,16.49484536082474,52.12765957446809,11.333333333333332,15.172413793103448,42.85714285714285,11.38211382113821,13.934426229508196,53.53982300884957,14.88095238095238,16.265060240963855,41.50943396226416,3.0,1.0,18,,
2022-02-28,673,447,223,120,134,298,76,14,13,19,4,4,0,449510323003.5,187159110247.47,0,0,18.099547511312217,20.489296636085623,48.1421647819063,419.0,552.0,0,2.4017549688558453,224.0,-5.090683604441495,0.8345915095109128,19.387755102040817,23.711340206185564,56.38297872340425,18.666666666666668,19.863013698630137,42.5531914893617,16.599190283400812,18.367346938775512,53.98230088495575,19.047619047619047,22.289156626506024,39.87341772151899,2.0,1.0,16,,
2022-03-02,667,292,369,126,132,294,52,22,11,19,4,3,0,330063451475.14,333677012066.51,0,0,19.17808219178082,20.33898305084746,47.96084828711256,469.0,43.0,1,0.989170483849065,-77.0,-4.753661009770781,0.7999914334280515,19.387755102040817,19.587628865979383,55.319148936170215,20.666666666666668,17.687074829931973,43.66197183098591,19.10569105691057,21.311475409836063,54.01785714285714,17.791411042944784,21.73913043478261,38.56209150326798,1.0,0.0,18,,
2022-03-03,661,337,315,158,140,298,48,28,14,23,8,7,0,280163646646.76,311498313083.24,0,0,24.233128834355828,21.705426356589147,49.01315789473684,176.0,64.0,1,0.8994066255886702,22.0,0.5082616137215439,1.1894967630920537,27.55102040816326,21.649484536082475,52.12765957446809,24.666666666666668,19.594594594594597,44.36619718309859,23.577235772357724,21.721311475409838,53.125,22.78481012658228,23.717948717948715,45.27027027027027,1.0,0.0,14,,
2022-03-04,654,108,541,119,116,273,10,72,12,40,0,19,0,109762229199.63,518899950652.22,3,1,18.421052631578945,18.09672386895476,45.27363184079602,110.0,122.0,-19,0.2115286946195827,-433.0,-17.745335851261146,0.9437505138105304,22.448979591836736,19.387755102040817,46.31578947368421,17.333333333333336,15.64625850340136,41.13475177304964,15.57377049180328,16.872427983539097,48.21428571428572,21.428571428571427,21.568627450980397,44.05594405594406,3.0,1.0,9,,
2022-03-07,651,107,543,88,89,236,17,167,11,70,3,37,0,170509825182.55,477232876745.57,9,4,13.685847589424572,13.928012519561817,39.26788685524127,75.0,267.0,-34,0.3572885136190122,-436.0,-33.41343500456503,0.5515246068287616,23.46938775510204,15.306122448979592,42.10526315789473,10.0,10.81081081081081,35.2112676056338,10.612244897959185,11.475409836065571,42.410714285714285,16.0,20.13422818791946,36.42857142857142,12.0,5.0,5,,
2022-03-08,648,490,154,132,113,254,77,10,10,51,2,4,0,474609300594.33,175057672341.04,3,1,20.625,17.739403453689167,42.40400667779633,104.0,249.0,-2,2.7111596666823954,336.0,-8.042592605617017,1.1736004415083836,28.57142857142857,23.46938775510204,45.26315789473684,18.0,15.54054054054054,40.140845070422536,16.39344262295082,15.163934426229508,44.843049327354265,25.0,20.40816326530612,38.84892086330935,15.0,6.0,15,,
2022-03-09,636,539,94,205,152,277,135,5,8,27,3,0,0,542859005032.22,89409974717.54001,0,0,32.53968253968254,24.24242424242424,47.02886247877759,229.0,182.0,3,6.071570948847664,445.0,19.1396906085116,0.9444083914196484,38.38383838383838,26.53061224489796,49.47368421052632,31.333333333333336,20.945945945945947,42.95774647887324,27.755102040816325,23.26530612244898,51.33928571428571,38.23529411764706,27.94117647058824,42.1875,15.0,6.0,24,,
2022-03-10,635,452,178,269,182,291,70,13,11,13,3,0,0,551607364248.71,125240645564.48,3,0,42.76629570747218,29.02711323763955,49.48979591836735,282.0,28.0,3,4.404379758364592,274.0,33.734844303549025,0.5765456164114959,46.464646464646464,34.69387755102041,53.68421052631579,43.333333333333336,26.845637583892614,42.25352112676056,39.02439024390244,25.60975609756097,55.11111111111112,46.26865671641791,33.582089552238806,44.44444444444444,18.0,6.0,32,,
2022-03-11,637,384,245,316,205,293,65,1,11,13,15,0,0,359535464971.7,175476191573.38,2,2,50.07923930269413,32.591414944356124,49.66101694915254,270.0,19.0,15,2.04891308472096,139.0,39.29502649128828,0.7649650687788772,50.505050505050505,33.6734693877551,54.736842105263165,52.66666666666666,32.21476510067114,45.77464788732394,47.5609756097561,30.89430894308943,54.46428571428571,51.47058823529412,35.294117647058826,41.86046511627907,17.0,7.0,35,,
2022-03-14,636,294,340,306,209,297,46,8,12,15,12,1,0,368794122950.09,193450475135.07,1,1,48.57142857142857,33.28025477707006,50.42444821731748,181.0,22.0,11,1.9064007089803856,-46.0,34.60250712934889,0.4535803403133532,55.55555555555556,40.81632653061224,54.736842105263165,46.0,27.516778523489933,44.36619718309859,45.74898785425101,32.79352226720648,56.44444444444444,51.49253731343284,35.07462686567165,43.30708661417323,9.0,4.0,40,,
2022-03-15,628,171,451,252,196,287,26,47,14,10,5,2,0,233708939493.49,381054021807.38,1,1,40.51446945337621,31.561996779388085,49.31271477663231,137.0,56.0,3,0.6133223273303441,-280.0,18.71739053924398,0.6182025519734523,42.42424242424242,32.6530612244898,56.84210526315789,38.66666666666666,27.33333333333333,45.07042253521127,41.1522633744856,32.510288065843625,53.84615384615385,40.0,33.84615384615385,40.32258064516129,7.0,4.0,28,,
2022-03-16,635,502,129,344,246,313,66,3,24,4,7,1,0,454410231219.65,46612433616.49,5,3,54.6031746031746,39.10969793322735,52.96108291032149,138.0,58.0,6,9.748691410501555,373.0,37.69202890200806,0.3991789979140229,66.66666666666666,48.97959183673469,62.10526315789474,56.00000000000001,37.333333333333336,47.183098591549296,49.38775510204081,36.734693877551024,55.55555555555556,53.67647058823529,38.23529411764706,48.06201550387597,12.0,7.0,54,,
2022-03-17,629,429,194,408,276,329,74,9,22,2,11,0,0,605602783656.65,181007324656.67,4,2,65.07177033492823,44.16,55.95238095238096,166.0,59.0,11,3.34573633860034,235.0,46.8268845576613,0.6609427588997233,81.0,55.10204081632652,69.47368421052632,69.33333333333334,41.333333333333336,50.349650349650354,59.42622950819673,41.80327868852459,59.64125560538116,58.64661654135338,43.609022556390975,45.66929133858268,13.0,9.0,80,,
2022-03-21,630,254,367,379,272,325,42,13,22,3,14,1,0,211706718017.87,314738632705.02,3,1,60.35031847133758,43.45047923322684,55.178268251273344,182.0,25.0,13,0.6726429361351588,-113.0,37.003051720456526,1.0289234532360922,62.0,44.44444444444444,61.458333333333336,59.333333333333336,40.26845637583892,50.349650349650354,59.7560975609756,43.49593495934959,58.66666666666666,61.36363636363637,46.21212121212121,49.6,14.0,8.0,66,,
2022-03-22,636,308,320,399,290,333,33,2,27,3,11,1,0,405270565013.93,149603213336.16,5,2,62.93375394321766,45.88607594936709,55.96638655462185,149.0,24.0,10,2.7089696536349304,-12.0,33.46865938604415,0.3553011377253728,75.0,53.535353535353536,64.58333333333334,60.0,41.61073825503356,50.349650349650354,60.0,45.30612244897959,58.744394618834086,62.58992805755396,46.043165467625904,51.127819548872175,18.0,9.0,64,,
2022-03-23,644,273,362,395,302,337,23,15,31,3,6,0,0,317667632094.92,239506137422.97,20,10,61.62246489859594,47.26134585289515,56.16666666666666,98.0,30.0,6,1.3263444332280976,-89.0,26.429410643191357,0.5685880888219826,69.0,55.55555555555556,64.58333333333334,59.333333333333336,42.95302013422819,49.65034965034965,59.7560975609756,44.71544715447154,59.19282511210763,62.06896551724138,50.3448275862069,52.17391304347826,37.0,18.0,62,,
2022-03-24,645,280,360,395,309,333,30,5,38,3,6,1,0,304820374289.8,228947402569.03,9,4,61.52647975077882,48.28125,55.3156146179402,86.0,22.0,5,1.3313991373974794,-80.0,20.72870591483625,0.5841807733916069,72.0,57.57575757575758,62.5,60.0,44.29530201342282,49.65034965034965,59.591836734693885,45.30612244897959,56.95067264573991,59.18367346938776,51.02040816326531,53.57142857142857,41.0,19.0,60,,
2022-03-25,642,196,442,364,295,330,17,13,47,3,7,2,0,239939589778.32,267180946547.34,7,5,56.96400625978091,46.31083202511774,55.00000000000001,70.0,33.0,5,0.8980415440507721,-246.0,7.450959842518468,0.4937844100473806,68.0,58.58585858585859,63.54166666666666,52.0,39.59731543624161,51.048951048951054,55.28455284552846,44.3089430894309,56.00000000000001,57.34265734265735,48.25174825174825,51.47058823529412,44.0,22.0,60,,
